protocol,action_type,kick_time,kick_block_number,kick_hash,debt_auction_id,kick_lot,evt_index,dent_time,dent_block_number,dent_hash,dent_lot,deal_time,deal_block_number,deal_hash
maker,debt_auction,2020/03/19 14:47:54,9.702728e+06,65a23c313f666bcf28a7fbb2ffb6fb6f33a3a85ee8b65c01f2dc52c3bd966e14,2,250,15,2020/03/19 14:50:10,9.702736e+06,4e395bb438825431c7653be95fb5ce80cae94fc72db8658ccef5aa0714e7e93f,242,2020/03/20 21:15:57,9.710956e+06,42c2a15cfbf31d0122ef200b2a59f8617f6bc8da6a9e08a933e7b41c5cc1fc1d
maker,debt_auction,2020/03/19 14:47:54,9.702728e+06,65a23c313f666bcf28a7fbb2ffb6fb6f33a3a85ee8b65c01f2dc52c3bd966e14,2,250,15,2020/03/19 15:11:26,9.702844e+06,a4ba07c5020eab368fbcfb968d8c02c49140db74e40ddc0b658d1b2624d88d72,234.95145631067962,2020/03/20 21:15:57,9.710956e+06,42c2a15cfbf31d0122ef200b2a59f8617f6bc8da6a9e08a933e7b41c5cc1fc1d
maker,debt_auction,2020/03/19 14:47:54,9.702728e+06,65a23c313f666bcf28a7fbb2ffb6fb6f33a3a85ee8b65c01f2dc52c3bd966e14,2,250,15,2020/03/19 18:08:35,9.703619e+06,567b0c48c80a7407b405eaef6e6b7a37ea3a922e54944c7e6f335c5b864c076c,222.22222222222223,2020/03/20 21:15:57,9.710956e+06,42c2a15cfbf31d0122ef200b2a59f8617f6bc8da6a9e08a933e7b41c5cc1fc1d
maker,debt_auction,2020/03/19 14:47:54,9.702728e+06,65a23c313f666bcf28a7fbb2ffb6fb6f33a3a85ee8b65c01f2dc52c3bd966e14,2,250,15,2020/03/19 18:28:43,9.70372e+06,2ab3d455a1d67936ad0409cd1f1c0b70f066a1ca0b151ac61a3b89166dcce3fc,215.7497303128371,2020/03/20 21:15:57,9.710956e+06,42c2a15cfbf31d0122ef200b2a59f8617f6bc8da6a9e08a933e7b41c5cc1fc1d
maker,debt_auction,2020/03/19 14:47:54,9.702728e+06,65a23c313f666bcf28a7fbb2ffb6fb6f33a3a85ee8b65c01f2dc52c3bd966e14,2,250,15,2020/03/19 23:53:22,9.705192e+06,8eee3decc5a213c72c8f3475a10dc979062697d6fe12c437225d205c8985bafe,208.33333333333334,2020/03/20 21:15:57,9.710956e+06,42c2a15cfbf31d0122ef200b2a59f8617f6bc8da6a9e08a933e7b41c5cc1fc1d
maker,debt_auction,2020/03/19 14:47:54,9.702728e+06,65a23c313f666bcf28a7fbb2ffb6fb6f33a3a85ee8b65c01f2dc52c3bd966e14,2,250,15,2020/03/19 23:57:27,9.705213e+06,8609f6aa853498b07b571c901d53af97cd130e305aea3228af3f1318fffb5eaf,202.26537216828478,2020/03/20 21:15:57,9.710956e+06,42c2a15cfbf31d0122ef200b2a59f8617f6bc8da6a9e08a933e7b41c5cc1fc1d
maker,debt_auction,2020/03/19 14:47:54,9.702728e+06,65a23c313f666bcf28a7fbb2ffb6fb6f33a3a85ee8b65c01f2dc52c3bd966e14,2,250,15,2020/03/20 05:25:34,9.706654e+06,040a9fe69bce2823a5214fb1512880b9f33d3a959c033b8f7ec88e9089e04c90,188.67924528301887,2020/03/20 21:15:57,9.710956e+06,42c2a15cfbf31d0122ef200b2a59f8617f6bc8da6a9e08a933e7b41c5cc1fc1d
maker,debt_auction,2020/03/19 14:47:54,9.702728e+06,65a23c313f666bcf28a7fbb2ffb6fb6f33a3a85ee8b65c01f2dc52c3bd966e14,2,250,15,2020/03/20 10:08:54,9.70793e+06,e8753914b1b0548b97cac07cc524ea850083955821b7723d569bdebc1c597031,183.17,2020/03/20 21:15:57,9.710956e+06,42c2a15cfbf31d0122ef200b2a59f8617f6bc8da6a9e08a933e7b41c5cc1fc1d
maker,debt_auction,2020/03/19 14:47:54,9.702728e+06,65a23c313f666bcf28a7fbb2ffb6fb6f33a3a85ee8b65c01f2dc52c3bd966e14,2,250,15,2020/03/20 13:49:30,9.708906e+06,32e26f3aa6977fef201c52ef77242bcb484cb4ce4987e103cb9e1e9d95d42341,177.83495145631068,2020/03/20 21:15:57,9.710956e+06,42c2a15cfbf31d0122ef200b2a59f8617f6bc8da6a9e08a933e7b41c5cc1fc1d
maker,debt_auction,2020/03/19 14:47:54,9.702728e+06,65a23c313f666bcf28a7fbb2ffb6fb6f33a3a85ee8b65c01f2dc52c3bd966e14,2,250,15,2020/03/20 15:12:30,9.70927e+06,4d12b5297327dc0f85d56f1588a4cbefe2c7c76217ce5858ebfedf2c744749a3,172.65193370165747,2020/03/20 21:15:57,9.710956e+06,42c2a15cfbf31d0122ef200b2a59f8617f6bc8da6a9e08a933e7b41c5cc1fc1d
maker,debt_auction,2020/03/19 14:56:58,9.70277e+06,39604db105b6c7206b19fb5e53bcaca141bdfd8a12872cbc0f2e4cd6f2639bfc,3,250,12,2020/03/19 14:57:37,9.702774e+06,5c2d241550512c20d6d86eb2a44de8efbf32f8e3a59e091a9e5680e227d2160a,242,2020/03/20 21:00:04,9.710879e+06,000ebf81f5f49bb85108ae06a0e056e39137c1dd0e95e323b3d1d60697fa2c61
maker,debt_auction,2020/03/19 14:56:58,9.70277e+06,39604db105b6c7206b19fb5e53bcaca141bdfd8a12872cbc0f2e4cd6f2639bfc,3,250,12,2020/03/19 16:02:55,9.703073e+06,3813931ab10df547869fa9f23929ad292b039fb8bd9bb30219b808ee41bbd0bb,234.95145631067962,2020/03/20 21:00:04,9.710879e+06,000ebf81f5f49bb85108ae06a0e056e39137c1dd0e95e323b3d1d60697fa2c61
maker,debt_auction,2020/03/19 14:56:58,9.70277e+06,39604db105b6c7206b19fb5e53bcaca141bdfd8a12872cbc0f2e4cd6f2639bfc,3,250,12,2020/03/19 18:08:35,9.703619e+06,31062e395a24cc2486a6e0f82267d4af1956d633d3ec8700c912fc51df9f0fb4,222.22222222222223,2020/03/20 21:00:04,9.710879e+06,000ebf81f5f49bb85108ae06a0e056e39137c1dd0e95e323b3d1d60697fa2c61
maker,debt_auction,2020/03/19 14:56:58,9.70277e+06,39604db105b6c7206b19fb5e53bcaca141bdfd8a12872cbc0f2e4cd6f2639bfc,3,250,12,2020/03/19 18:29:16,9.703724e+06,531adf7f4542efc2669b5bc12f2c9f0f121f18bfbd61626252378170ec2d4efa,215.7497303128371,2020/03/20 21:00:04,9.710879e+06,000ebf81f5f49bb85108ae06a0e056e39137c1dd0e95e323b3d1d60697fa2c61
maker,debt_auction,2020/03/19 14:56:58,9.70277e+06,39604db105b6c7206b19fb5e53bcaca141bdfd8a12872cbc0f2e4cd6f2639bfc,3,250,12,2020/03/19 23:44:26,9.705147e+06,333051f2bbaf84003c26e851e1aefed2c6644638e99108714aafdb21a273fc24,208.33333333333334,2020/03/20 21:00:04,9.710879e+06,000ebf81f5f49bb85108ae06a0e056e39137c1dd0e95e323b3d1d60697fa2c61
maker,debt_auction,2020/03/19 14:56:58,9.70277e+06,39604db105b6c7206b19fb5e53bcaca141bdfd8a12872cbc0f2e4cd6f2639bfc,3,250,12,2020/03/19 23:57:27,9.705213e+06,7f874a780b44d5042b714b9e00548b5235d2cfe130e871bde3d49c81015250ef,202.26537216828478,2020/03/20 21:00:04,9.710879e+06,000ebf81f5f49bb85108ae06a0e056e39137c1dd0e95e323b3d1d60697fa2c61
maker,debt_auction,2020/03/19 14:56:58,9.70277e+06,39604db105b6c7206b19fb5e53bcaca141bdfd8a12872cbc0f2e4cd6f2639bfc,3,250,12,2020/03/20 05:23:20,9.706642e+06,79c43513944fc539ce99c8f8ea95e64b2a70273d4cab1bb7b2b5569f63453d0d,188.67924528301887,2020/03/20 21:00:04,9.710879e+06,000ebf81f5f49bb85108ae06a0e056e39137c1dd0e95e323b3d1d60697fa2c61
maker,debt_auction,2020/03/19 14:56:58,9.70277e+06,39604db105b6c7206b19fb5e53bcaca141bdfd8a12872cbc0f2e4cd6f2639bfc,3,250,12,2020/03/20 08:36:30,9.707519e+06,f8e8ed22869ba4f3e99a0e99ba563ea3e9bb2adf878eeda37feebf2a9b4959ca,183.18373328448433,2020/03/20 21:00:04,9.710879e+06,000ebf81f5f49bb85108ae06a0e056e39137c1dd0e95e323b3d1d60697fa2c61
maker,debt_auction,2020/03/19 14:56:58,9.70277e+06,39604db105b6c7206b19fb5e53bcaca141bdfd8a12872cbc0f2e4cd6f2639bfc,3,250,12,2020/03/20 13:49:30,9.708906e+06,ff70677c1fcce14b24ece408dc2706578034091ac2e5a782ca32c3a27b77becd,177.8482847422178,2020/03/20 21:00:04,9.710879e+06,000ebf81f5f49bb85108ae06a0e056e39137c1dd0e95e323b3d1d60697fa2c61
maker,debt_auction,2020/03/19 14:56:58,9.70277e+06,39604db105b6c7206b19fb5e53bcaca141bdfd8a12872cbc0f2e4cd6f2639bfc,3,250,12,2020/03/20 14:55:58,9.709191e+06,62ed3e80741ef02ed178dd40a89db767376deb4412292f9292ea1f5ea403df97,172.66743561231326,2020/03/20 21:00:04,9.710879e+06,000ebf81f5f49bb85108ae06a0e056e39137c1dd0e95e323b3d1d60697fa2c61
maker,debt_auction,2020/03/19 15:05:04,9.702816e+06,9c976e5db571effdcdbea6bd54d8574b038e08e4e9d9aa49932886e3ba97e69b,4,250,31,2020/03/19 15:10:52,9.702842e+06,f95a9f5729d18adbf6532940536a5489af7a5ff86069bbd2adba4acb64960336,241.647455693939,2020/03/20 11:27:43,9.708296e+06,f0c8321100833bedfa1cdfada756dd302df24356862dd77f2b38dbd76910a303
maker,debt_auction,2020/03/19 15:05:04,9.702816e+06,9c976e5db571effdcdbea6bd54d8574b038e08e4e9d9aa49932886e3ba97e69b,4,250,31,2020/03/19 17:27:11,9.703429e+06,0c2d391a8d7f45fafc57da1d34efdca5b51f4629edaceddf61dc522af19d0317,234.60918028537768,2020/03/20 11:27:43,9.708296e+06,f0c8321100833bedfa1cdfada756dd302df24356862dd77f2b38dbd76910a303
maker,debt_auction,2020/03/19 15:05:04,9.702816e+06,9c976e5db571effdcdbea6bd54d8574b038e08e4e9d9aa49932886e3ba97e69b,4,250,31,2020/03/19 18:08:35,9.703619e+06,a0be4d77aa21fbef56c68f71c1911084d9c15f69330ce668aeee558002f90657,222.22222222222223,2020/03/20 11:27:43,9.708296e+06,f0c8321100833bedfa1cdfada756dd302df24356862dd77f2b38dbd76910a303
maker,debt_auction,2020/03/19 15:05:04,9.702816e+06,9c976e5db571effdcdbea6bd54d8574b038e08e4e9d9aa49932886e3ba97e69b,4,250,31,2020/03/19 18:31:42,9.703738e+06,b08de986f991a7c130dcca6d1fcf23c8c5a7d1588b9de5458753e8f41638726e,215.7497303128371,2020/03/20 11:27:43,9.708296e+06,f0c8321100833bedfa1cdfada756dd302df24356862dd77f2b38dbd76910a303
maker,debt_auction,2020/03/19 15:05:04,9.702816e+06,9c976e5db571effdcdbea6bd54d8574b038e08e4e9d9aa49932886e3ba97e69b,4,250,31,2020/03/19 23:53:09,9.705191e+06,b6f06b6c6c322bc39cad35f64c6fcae01af72fd7ba83f0830e2ae7ded69d684b,208.33333333333334,2020/03/20 11:27:43,9.708296e+06,f0c8321100833bedfa1cdfada756dd302df24356862dd77f2b38dbd76910a303
maker,debt_auction,2020/03/19 15:05:04,9.702816e+06,9c976e5db571effdcdbea6bd54d8574b038e08e4e9d9aa49932886e3ba97e69b,4,250,31,2020/03/20 00:08:09,9.70525e+06,19343ee84c08979063935ca7141e8ec75c0915921352a1575b2e41a7330919cb,202.26537216828478,2020/03/20 11:27:43,9.708296e+06,f0c8321100833bedfa1cdfada756dd302df24356862dd77f2b38dbd76910a303
maker,debt_auction,2020/03/19 15:05:04,9.702816e+06,9c976e5db571effdcdbea6bd54d8574b038e08e4e9d9aa49932886e3ba97e69b,4,250,31,2020/03/20 05:25:23,9.706653e+06,3bafd8b08388555b54118339eb1ae233f76e800deb9f94b7a625537467947b38,188.67924528301887,2020/03/20 11:27:43,9.708296e+06,f0c8321100833bedfa1cdfada756dd302df24356862dd77f2b38dbd76910a303
maker,debt_auction,2020/03/19 15:10:25,9.702839e+06,6480552485a5a598cd899469a9b41e456fa915d6a7eac084d410bd25e803d54c,5,250,46,2020/03/19 15:10:52,9.702842e+06,09800c8387a94243e664bffdebc00c0d61248b6ea07dc700fe10db0fa80b05f2,242,2020/03/20 11:27:43,9.708296e+06,c1a9576e353e9bf3eb75f5c7fbfa87b0125f00d00c875b64dd2c44e45e914ce9
maker,debt_auction,2020/03/19 15:10:25,9.702839e+06,6480552485a5a598cd899469a9b41e456fa915d6a7eac084d410bd25e803d54c,5,250,46,2020/03/19 15:15:03,9.702858e+06,886ce512cf5b53b04d729a350f3445e537324033639537ea3fa36b68dc48964a,234.95145631067962,2020/03/20 11:27:43,9.708296e+06,c1a9576e353e9bf3eb75f5c7fbfa87b0125f00d00c875b64dd2c44e45e914ce9
maker,debt_auction,2020/03/19 15:10:25,9.702839e+06,6480552485a5a598cd899469a9b41e456fa915d6a7eac084d410bd25e803d54c,5,250,46,2020/03/19 18:08:35,9.703619e+06,c43cc316258260dfc42865ef72453fe59ba17d73bce9418eda3ef2146d2db388,222.22222222222223,2020/03/20 11:27:43,9.708296e+06,c1a9576e353e9bf3eb75f5c7fbfa87b0125f00d00c875b64dd2c44e45e914ce9
maker,debt_auction,2020/03/19 15:10:25,9.702839e+06,6480552485a5a598cd899469a9b41e456fa915d6a7eac084d410bd25e803d54c,5,250,46,2020/03/19 22:55:58,9.704907e+06,af1bdf98f7c3e44766f1657d40c7b71c349ca11e83bc73c2aacb164d5ccd430d,215.73,2020/03/20 11:27:43,9.708296e+06,c1a9576e353e9bf3eb75f5c7fbfa87b0125f00d00c875b64dd2c44e45e914ce9
maker,debt_auction,2020/03/19 15:10:25,9.702839e+06,6480552485a5a598cd899469a9b41e456fa915d6a7eac084d410bd25e803d54c,5,250,46,2020/03/19 23:53:22,9.705192e+06,d19687f7dd64c1b2ab1a4946f10381b33124a39e43b9c6360553e6adca209d6c,208.33333333333334,2020/03/20 11:27:43,9.708296e+06,c1a9576e353e9bf3eb75f5c7fbfa87b0125f00d00c875b64dd2c44e45e914ce9
maker,debt_auction,2020/03/19 15:10:25,9.702839e+06,6480552485a5a598cd899469a9b41e456fa915d6a7eac084d410bd25e803d54c,5,250,46,2020/03/20 03:55:35,9.706236e+06,4357a5587b9756aaa20a8f5af23623b6267eeec0c931f6db94650102edc5fedf,202.26537216828478,2020/03/20 11:27:43,9.708296e+06,c1a9576e353e9bf3eb75f5c7fbfa87b0125f00d00c875b64dd2c44e45e914ce9
maker,debt_auction,2020/03/19 15:10:25,9.702839e+06,6480552485a5a598cd899469a9b41e456fa915d6a7eac084d410bd25e803d54c,5,250,46,2020/03/20 05:25:34,9.706654e+06,289de6f89a8e4def2c1db64432b3ec1f3050f67e1872174ab95572ed1f8e5e09,188.67924528301887,2020/03/20 11:27:43,9.708296e+06,c1a9576e353e9bf3eb75f5c7fbfa87b0125f00d00c875b64dd2c44e45e914ce9
maker,debt_auction,2020/03/19 15:14:20,9.702855e+06,0b640429e937d64804a988b066e08cb4be2a15a7b4a7976ee6126b68c3be5fa6,6,250,71,2020/03/19 15:14:20,9.702855e+06,0b640429e937d64804a988b066e08cb4be2a15a7b4a7976ee6126b68c3be5fa6,242,2020/03/20 21:00:04,9.710879e+06,a850290eed7c4f58403a192bef68960fee442e4358bc4f1175afea3d807375fc
maker,debt_auction,2020/03/19 15:14:20,9.702855e+06,0b640429e937d64804a988b066e08cb4be2a15a7b4a7976ee6126b68c3be5fa6,6,250,71,2020/03/19 16:07:43,9.703094e+06,c07899959925bb7430b424392dafe02f57b90e6c4c5af69fcdac159ec85cc7da,234.9514,2020/03/20 21:00:04,9.710879e+06,a850290eed7c4f58403a192bef68960fee442e4358bc4f1175afea3d807375fc
maker,debt_auction,2020/03/19 15:14:20,9.702855e+06,0b640429e937d64804a988b066e08cb4be2a15a7b4a7976ee6126b68c3be5fa6,6,250,71,2020/03/19 18:08:35,9.703619e+06,3fb8295e319d170a772d9e664bf5a648609a8d3e3622e5b57d42fd844343bd06,222.22222222222223,2020/03/20 21:00:04,9.710879e+06,a850290eed7c4f58403a192bef68960fee442e4358bc4f1175afea3d807375fc
